,Country,Year,Month,Pollutant,GHG,Element,Temperature
4455,Canada,2010,October,Methane,91559.35800000001,Standard Deviation,1.191
4456,Canada,2010,November,Methane,91559.35800000001,Temperature change,3.261
4457,Canada,2010,November,Methane,91559.35800000001,Standard Deviation,1.369
4458,Canada,2010,December,Methane,91559.35800000001,Temperature change,3.981
4459,Canada,2010,December,Methane,91559.35800000001,Standard Deviation,2.242
4460,Canada,2011,January,Methane,91386.64199999999,Temperature change,3.205
4461,Canada,2011,January,Methane,91386.64199999999,Standard Deviation,1.936
4462,Canada,2011,February,Methane,91386.64199999999,Temperature change,0.625
4463,Canada,2011,February,Methane,91386.64199999999,Standard Deviation,2.309
4464,Canada,2011,March,Methane,91386.64199999999,Temperature change,0.231
4465,Canada,2011,March,Methane,91386.64199999999,Standard Deviation,1.875
4466,Canada,2011,April,Methane,91386.64199999999,Temperature change,-0.77
4467,Canada,2011,April,Methane,91386.64199999999,Standard Deviation,1.405
4468,Canada,2011,May,Methane,91386.64199999999,Temperature change,0.59
4469,Canada,2011,May,Methane,91386.64199999999,Standard Deviation,1.006
4470,Canada,2011,June,Methane,91386.64199999999,Temperature change,0.732
4471,Canada,2011,June,Methane,91386.64199999999,Standard Deviation,0.646
4472,Canada,2011,July,Methane,91386.64199999999,Temperature change,1.339
4473,Canada,2011,July,Methane,91386.64199999999,Standard Deviation,0.494
4474,Canada,2011,August,Methane,91386.64199999999,Temperature change,1.454
4475,Canada,2011,August,Methane,91386.64199999999,Standard Deviation,0.56
4476,Canada,2011,September,Methane,91386.64199999999,Temperature change,2.263
4477,Canada,2011,September,Methane,91386.64199999999,Standard Deviation,0.877
4478,Canada,2011,October,Methane,91386.64199999999,Temperature change,2.066
4479,Canada,2011,October,Methane,91386.64199999999,Standard Deviation,1.191
4480,Canada,2011,November,Methane,91386.64199999999,Temperature change,1.611
4481,Canada,2011,November,Methane,91386.64199999999,Standard Deviation,1.369
4482,Canada,2011,December,Methane,91386.64199999999,Temperature change,3.997
4483,Canada,2011,December,Methane,91386.64199999999,Standard Deviation,2.242
4484,Canada,2012,January,Methane,94060.47300000001,Temperature change,2.902
4485,Canada,2012,January,Methane,94060.47300000001,Standard Deviation,1.936
4486,Canada,2012,February,Methane,94060.47300000001,Temperature change,4.382
4487,Canada,2012,February,Methane,94060.47300000001,Standard Deviation,2.309
4488,Canada,2012,March,Methane,94060.47300000001,Temperature change,2.455
4489,Canada,2012,March,Methane,94060.47300000001,Standard Deviation,1.875
4490,Canada,2012,April,Methane,94060.47300000001,Temperature change,1.573
4491,Canada,2012,April,Methane,94060.47300000001,Standard Deviation,1.405
4492,Canada,2012,May,Methane,94060.47300000001,Temperature change,1.661
4493,Canada,2012,May,Methane,94060.47300000001,Standard Deviation,1.006
4494,Canada,2012,June,Methane,94060.47300000001,Temperature change,1.945
4495,Canada,2012,June,Methane,94060.47300000001,Standard Deviation,0.646
4496,Canada,2012,July,Methane,94060.47300000001,Temperature change,2.051
4497,Canada,2012,July,Methane,94060.47300000001,Standard Deviation,0.494
4498,Canada,2012,August,Methane,94060.47300000001,Temperature change,1.759
4499,Canada,2012,August,Methane,94060.47300000001,Standard Deviation,0.56
4500,Canada,2012,September,Methane,94060.47300000001,Temperature change,2.509
4501,Canada,2012,September,Methane,94060.47300000001,Standard Deviation,0.877
4502,Canada,2012,October,Methane,94060.47300000001,Temperature change,0.528
4503,Canada,2012,October,Methane,94060.47300000001,Standard Deviation,1.191
4504,Canada,2012,November,Methane,94060.47300000001,Temperature change,-0.074
4505,Canada,2012,November,Methane,94060.47300000001,Standard Deviation,1.369
4506,Canada,2012,December,Methane,94060.47300000001,Temperature change,1.219
4507,Canada,2012,December,Methane,94060.47300000001,Standard Deviation,2.242
4508,Canada,2013,January,Methane,95502.214,Temperature change,1.916
4509,Canada,2013,January,Methane,95502.214,Standard Deviation,1.936
4510,Canada,2013,February,Methane,95502.214,Temperature change,2.487
4511,Canada,2013,February,Methane,95502.214,Standard Deviation,2.309
4512,Canada,2013,March,Methane,95502.214,Temperature change,2.169
4513,Canada,2013,March,Methane,95502.214,Standard Deviation,1.875
4514,Canada,2013,April,Methane,95502.214,Temperature change,-0.77
4515,Canada,2013,April,Methane,95502.214,Standard Deviation,1.405
4516,Canada,2013,May,Methane,95502.214,Temperature change,0.431
4517,Canada,2013,May,Methane,95502.214,Standard Deviation,1.006
4518,Canada,2013,June,Methane,95502.214,Temperature change,1.62
4519,Canada,2013,June,Methane,95502.214,Standard Deviation,0.646
4520,Canada,2013,July,Methane,95502.214,Temperature change,0.531
4521,Canada,2013,July,Methane,95502.214,Standard Deviation,0.494
4522,Canada,2013,August,Methane,95502.214,Temperature change,1.222
4523,Canada,2013,August,Methane,95502.214,Standard Deviation,0.56
4524,Canada,2013,September,Methane,95502.214,Temperature change,1.786
4525,Canada,2013,September,Methane,95502.214,Standard Deviation,0.877
4526,Canada,2013,October,Methane,95502.214,Temperature change,1.959
4527,Canada,2013,October,Methane,95502.214,Standard Deviation,1.191
4528,Canada,2013,November,Methane,95502.214,Temperature change,-0.336
4529,Canada,2013,November,Methane,95502.214,Standard Deviation,1.369
4530,Canada,2013,December,Methane,95502.214,Temperature change,-2.759
4531,Canada,2013,December,Methane,95502.214,Standard Deviation,2.242
4532,Canada,2014,January,Methane,97277.55300000001,Temperature change,2.887
4533,Canada,2014,January,Methane,97277.55300000001,Standard Deviation,1.936
4534,Canada,2014,February,Methane,97277.55300000001,Temperature change,-0.963
4535,Canada,2014,February,Methane,97277.55300000001,Standard Deviation,2.309
4536,Canada,2014,March,Methane,97277.55300000001,Temperature change,-1.703
4537,Canada,2014,March,Methane,97277.55300000001,Standard Deviation,1.875
4538,Canada,2014,April,Methane,97277.55300000001,Temperature change,-0.502
4539,Canada,2014,April,Methane,97277.55300000001,Standard Deviation,1.405
4540,Canada,2014,May,Methane,97277.55300000001,Temperature change,1.18
4541,Canada,2014,May,Methane,97277.55300000001,Standard Deviation,1.006
4542,Canada,2014,June,Methane,97277.55300000001,Temperature change,1.248
4543,Canada,2014,June,Methane,97277.55300000001,Standard Deviation,0.646
4544,Canada,2014,July,Methane,97277.55300000001,Temperature change,1.322
4545,Canada,2014,July,Methane,97277.55300000001,Standard Deviation,0.494
4546,Canada,2014,August,Methane,97277.55300000001,Temperature change,1.216
4547,Canada,2014,August,Methane,97277.55300000001,Standard Deviation,0.56
4548,Canada,2014,September,Methane,97277.55300000001,Temperature change,0.566
4549,Canada,2014,September,Methane,97277.55300000001,Standard Deviation,0.877
4550,Canada,2014,October,Methane,97277.55300000001,Temperature change,1.819
4551,Canada,2014,October,Methane,97277.55300000001,Standard Deviation,1.191
4552,Canada,2014,November,Methane,97277.55300000001,Temperature change,-1.036
4553,Canada,2014,November,Methane,97277.55300000001,Standard Deviation,1.369
4554,Canada,2014,December,Methane,97277.55300000001,Temperature change,2.533
4555,Canada,2014,December,Methane,97277.55300000001,Standard Deviation,2.242
4556,Canada,2015,January,Methane,95542.416,Temperature change,1.837
4557,Canada,2015,January,Methane,95542.416,Standard Deviation,1.936
4558,Canada,2015,February,Methane,95542.416,Temperature change,-1.907
4559,Canada,2015,February,Methane,95542.416,Standard Deviation,2.309
4560,Canada,2015,March,Methane,95542.416,Temperature change,1.468
4561,Canada,2015,March,Methane,95542.416,Standard Deviation,1.875
4562,Canada,2015,April,Methane,95542.416,Temperature change,0.901
4563,Canada,2015,April,Methane,95542.416,Standard Deviation,1.405
4564,Canada,2015,May,Methane,95542.416,Temperature change,1.458
4565,Canada,2015,May,Methane,95542.416,Standard Deviation,1.006
4566,Canada,2015,June,Methane,95542.416,Temperature change,1.45
4567,Canada,2015,June,Methane,95542.416,Standard Deviation,0.646
4568,Canada,2015,July,Methane,95542.416,Temperature change,0.786
4569,Canada,2015,July,Methane,95542.416,Standard Deviation,0.494
4570,Canada,2015,August,Methane,95542.416,Temperature change,1.079
4571,Canada,2015,August,Methane,95542.416,Standard Deviation,0.56
4572,Canada,2015,September,Methane,95542.416,Temperature change,1.583
4573,Canada,2015,September,Methane,95542.416,Standard Deviation,0.877
4574,Canada,2015,October,Methane,95542.416,Temperature change,0.979
4575,Canada,2015,October,Methane,95542.416,Standard Deviation,1.191
4576,Canada,2015,November,Methane,95542.416,Temperature change,2.208
4577,Canada,2015,November,Methane,95542.416,Standard Deviation,1.369
4578,Canada,2015,December,Methane,95542.416,Temperature change,3.312
4579,Canada,2015,December,Methane,95542.416,Standard Deviation,2.242
4580,Canada,2016,January,Methane,92507.159,Temperature change,5.404
4581,Canada,2016,January,Methane,92507.159,Standard Deviation,1.936
4582,Canada,2016,February,Methane,92507.159,Temperature change,2.735
4583,Canada,2016,February,Methane,92507.159,Standard Deviation,2.309
4584,Canada,2016,March,Methane,92507.159,Temperature change,2.972
4585,Canada,2016,March,Methane,92507.159,Standard Deviation,1.875
4586,Canada,2016,April,Methane,92507.159,Temperature change,0.423
4587,Canada,2016,April,Methane,92507.159,Standard Deviation,1.405
4588,Canada,2016,May,Methane,92507.159,Temperature change,2.183
4589,Canada,2016,May,Methane,92507.159,Standard Deviation,1.006
4590,Canada,2016,June,Methane,92507.159,Temperature change,1.491
4591,Canada,2016,June,Methane,92507.159,Standard Deviation,0.646
4592,Canada,2016,July,Methane,92507.159,Temperature change,1.227
4593,Canada,2016,July,Methane,92507.159,Standard Deviation,0.494
4594,Canada,2016,August,Methane,92507.159,Temperature change,1.591
4595,Canada,2016,August,Methane,92507.159,Standard Deviation,0.56
4596,Canada,2016,September,Methane,92507.159,Temperature change,1.696
4597,Canada,2016,September,Methane,92507.159,Standard Deviation,0.877
4598,Canada,2016,October,Methane,92507.159,Temperature change,0.528
4599,Canada,2016,October,Methane,92507.159,Standard Deviation,1.191
4600,Canada,2016,November,Methane,92507.159,Temperature change,4.573
4601,Canada,2016,November,Methane,92507.159,Standard Deviation,1.369
4602,Canada,2016,December,Methane,92507.159,Temperature change,0.408
4603,Canada,2016,December,Methane,92507.159,Standard Deviation,2.242
4604,Canada,2017,January,Methane,91893.04199999999,Temperature change,5.253
4605,Canada,2017,January,Methane,91893.04199999999,Standard Deviation,1.936
4606,Canada,2017,February,Methane,91893.04199999999,Temperature change,2.628
4607,Canada,2017,February,Methane,91893.04199999999,Standard Deviation,2.309
4608,Canada,2017,March,Methane,91893.04199999999,Temperature change,0.56
4609,Canada,2017,March,Methane,91893.04199999999,Standard Deviation,1.875
4610,Canada,2017,April,Methane,91893.04199999999,Temperature change,0.801
4611,Canada,2017,April,Methane,91893.04199999999,Standard Deviation,1.405
4612,Canada,2017,May,Methane,91893.04199999999,Temperature change,1.474
4613,Canada,2017,May,Methane,91893.04199999999,Standard Deviation,1.006
4614,Canada,2017,June,Methane,91893.04199999999,Temperature change,1.027
4615,Canada,2017,June,Methane,91893.04199999999,Standard Deviation,0.646
4616,Canada,2017,July,Methane,91893.04199999999,Temperature change,0.814
4617,Canada,2017,July,Methane,91893.04199999999,Standard Deviation,0.494
4618,Canada,2017,August,Methane,91893.04199999999,Temperature change,1.32
4619,Canada,2017,August,Methane,91893.04199999999,Standard Deviation,0.56
4620,Canada,2017,September,Methane,91893.04199999999,Temperature change,1.904
4621,Canada,2017,September,Methane,91893.04199999999,Standard Deviation,0.877
4622,Canada,2017,October,Methane,91893.04199999999,Temperature change,1.476
4623,Canada,2017,October,Methane,91893.04199999999,Standard Deviation,1.191
4624,Canada,2017,November,Methane,91893.04199999999,Temperature change,-0.255
4625,Canada,2017,November,Methane,91893.04199999999,Standard Deviation,1.369
4626,Canada,2017,December,Methane,91893.04199999999,Temperature change,1.789
4627,Canada,2017,December,Methane,91893.04199999999,Standard Deviation,2.242
4628,Canada,2018,January,Methane,91424.11099999999,Temperature change,2.68
4629,Canada,2018,January,Methane,91424.11099999999,Standard Deviation,1.936
4630,Canada,2018,February,Methane,91424.11099999999,Temperature change,-0.33
4631,Canada,2018,February,Methane,91424.11099999999,Standard Deviation,2.309
4632,Canada,2018,March,Methane,91424.11099999999,Temperature change,2.425
4633,Canada,2018,March,Methane,91424.11099999999,Standard Deviation,1.875
4634,Canada,2018,April,Methane,91424.11099999999,Temperature change,-1.125
4635,Canada,2018,April,Methane,91424.11099999999,Standard Deviation,1.405
4636,Canada,2018,May,Methane,91424.11099999999,Temperature change,0.645
4637,Canada,2018,May,Methane,91424.11099999999,Standard Deviation,1.006
4638,Canada,2018,June,Methane,91424.11099999999,Temperature change,0.559
4639,Canada,2018,June,Methane,91424.11099999999,Standard Deviation,0.646
4640,Canada,2018,July,Methane,91424.11099999999,Temperature change,1.251
4641,Canada,2018,July,Methane,91424.11099999999,Standard Deviation,0.494
4642,Canada,2018,August,Methane,91424.11099999999,Temperature change,0.62
4643,Canada,2018,August,Methane,91424.11099999999,Standard Deviation,0.56
4644,Canada,2018,September,Methane,91424.11099999999,Temperature change,-0.943
4645,Canada,2018,September,Methane,91424.11099999999,Standard Deviation,0.877
4646,Canada,2018,October,Methane,91424.11099999999,Temperature change,-0.912
4647,Canada,2018,October,Methane,91424.11099999999,Standard Deviation,1.191
4648,Canada,2018,November,Methane,91424.11099999999,Temperature change,-0.635
4649,Canada,2018,November,Methane,91424.11099999999,Standard Deviation,1.369
4650,Canada,2018,December,Methane,91424.11099999999,Temperature change,3.383
4651,Canada,2018,December,Methane,91424.11099999999,Standard Deviation,2.242
4710,Denmark,1990,January,Carbon dioxide,54845.674000000006,Temperature change,4.57
4711,Denmark,1990,January,Carbon dioxide,54845.674000000006,Standard Deviation,2.138
4712,Denmark,1990,February,Carbon dioxide,54845.674000000006,Temperature change,6.574
4713,Denmark,1990,February,Carbon dioxide,54845.674000000006,Standard Deviation,2.55
4714,Denmark,1990,March,Carbon dioxide,54845.674000000006,Temperature change,4.511
4715,Denmark,1990,March,Carbon dioxide,54845.674000000006,Standard Deviation,2.01
4716,Denmark,1990,April,Carbon dioxide,54845.674000000006,Temperature change,2.026
4717,Denmark,1990,April,Carbon dioxide,54845.674000000006,Standard Deviation,1.259
4718,Denmark,1990,May,Carbon dioxide,54845.674000000006,Temperature change,1.794
4719,Denmark,1990,May,Carbon dioxide,54845.674000000006,Standard Deviation,0.838
4720,Denmark,1990,June,Carbon dioxide,54845.674000000006,Temperature change,0.457
4721,Denmark,1990,June,Carbon dioxide,54845.674000000006,Standard Deviation,0.947
4722,Denmark,1990,July,Carbon dioxide,54845.674000000006,Temperature change,0.011
4723,Denmark,1990,July,Carbon dioxide,54845.674000000006,Standard Deviation,1.19
4724,Denmark,1990,August,Carbon dioxide,54845.674000000006,Temperature change,1.242
4725,Denmark,1990,August,Carbon dioxide,54845.674000000006,Standard Deviation,1.159
4726,Denmark,1990,September,Carbon dioxide,54845.674000000006,Temperature change,-0.877
4727,Denmark,1990,September,Carbon dioxide,54845.674000000006,Standard Deviation,1.062
4728,Denmark,1990,October,Carbon dioxide,54845.674000000006,Temperature change,0.974
4729,Denmark,1990,October,Carbon dioxide,54845.674000000006,Standard Deviation,1.138
4730,Denmark,1990,November,Carbon dioxide,54845.674000000006,Temperature change,-0.07
4731,Denmark,1990,November,Carbon dioxide,54845.674000000006,Standard Deviation,1.291
4732,Denmark,1990,December,Carbon dioxide,54845.674000000006,Temperature change,0.926
4733,Denmark,1990,December,Carbon dioxide,54845.674000000006,Standard Deviation,1.933
4734,Denmark,1991,January,Carbon dioxide,65428.346,Temperature change,2.621
4735,Denmark,1991,January,Carbon dioxide,65428.346,Standard Deviation,2.138
4736,Denmark,1991,February,Carbon dioxide,65428.346,Temperature change,-0.633
4737,Denmark,1991,February,Carbon dioxide,65428.346,Standard Deviation,2.55
4738,Denmark,1991,March,Carbon dioxide,65428.346,Temperature change,2.966
4739,Denmark,1991,March,Carbon dioxide,65428.346,Standard Deviation,2.01
4740,Denmark,1991,April,Carbon dioxide,65428.346,Temperature change,0.85
4741,Denmark,1991,April,Carbon dioxide,65428.346,Standard Deviation,1.259
4742,Denmark,1991,May,Carbon dioxide,65428.346,Temperature change,-1.296
4743,Denmark,1991,May,Carbon dioxide,65428.346,Standard Deviation,0.838
4744,Denmark,1991,June,Carbon dioxide,65428.346,Temperature change,-2.441
4745,Denmark,1991,June,Carbon dioxide,65428.346,Standard Deviation,0.947
4746,Denmark,1991,July,Carbon dioxide,65428.346,Temperature change,1.76
4747,Denmark,1991,July,Carbon dioxide,65428.346,Standard Deviation,1.19
4748,Denmark,1991,August,Carbon dioxide,65428.346,Temperature change,1.35
4749,Denmark,1991,August,Carbon dioxide,65428.346,Standard Deviation,1.159
4750,Denmark,1991,September,Carbon dioxide,65428.346,Temperature change,0.822
4751,Denmark,1991,September,Carbon dioxide,65428.346,Standard Deviation,1.062
4752,Denmark,1991,October,Carbon dioxide,65428.346,Temperature change,0.023
4753,Denmark,1991,October,Carbon dioxide,65428.346,Standard Deviation,1.138
4754,Denmark,1991,November,Carbon dioxide,65428.346,Temperature change,0.442
4755,Denmark,1991,November,Carbon dioxide,65428.346,Standard Deviation,1.291
4756,Denmark,1991,December,Carbon dioxide,65428.346,Temperature change,1.614
4757,Denmark,1991,December,Carbon dioxide,65428.346,Standard Deviation,1.933
4758,Denmark,1992,January,Carbon dioxide,59595.58900000001,Temperature change,2.978
4759,Denmark,1992,January,Carbon dioxide,59595.58900000001,Standard Deviation,2.138
4760,Denmark,1992,February,Carbon dioxide,59595.58900000001,Temperature change,4.112
4761,Denmark,1992,February,Carbon dioxide,59595.58900000001,Standard Deviation,2.55
4762,Denmark,1992,March,Carbon dioxide,59595.58900000001,Temperature change,2.632
4763,Denmark,1992,March,Carbon dioxide,59595.58900000001,Standard Deviation,2.01
4764,Denmark,1992,April,Carbon dioxide,59595.58900000001,Temperature change,0.489
4765,Denmark,1992,April,Carbon dioxide,59595.58900000001,Standard Deviation,1.259
4766,Denmark,1992,May,Carbon dioxide,59595.58900000001,Temperature change,2.302
4767,Denmark,1992,May,Carbon dioxide,59595.58900000001,Standard Deviation,0.838
4768,Denmark,1992,June,Carbon dioxide,59595.58900000001,Temperature change,2.751
4769,Denmark,1992,June,Carbon dioxide,59595.58900000001,Standard Deviation,0.947
4770,Denmark,1992,July,Carbon dioxide,59595.58900000001,Temperature change,1.775
4771,Denmark,1992,July,Carbon dioxide,59595.58900000001,Standard Deviation,1.19
4772,Denmark,1992,August,Carbon dioxide,59595.58900000001,Temperature change,0.763
4773,Denmark,1992,August,Carbon dioxide,59595.58900000001,Standard Deviation,1.159
4774,Denmark,1992,September,Carbon dioxide,59595.58900000001,Temperature change,0.322
4775,Denmark,1992,September,Carbon dioxide,59595.58900000001,Standard Deviation,1.062
4776,Denmark,1992,October,Carbon dioxide,59595.58900000001,Temperature change,-2.692
4777,Denmark,1992,October,Carbon dioxide,59595.58900000001,Standard Deviation,1.138
4778,Denmark,1992,November,Carbon dioxide,59595.58900000001,Temperature change,0.364
4779,Denmark,1992,November,Carbon dioxide,59595.58900000001,Standard Deviation,1.291
4780,Denmark,1992,December,Carbon dioxide,59595.58900000001,Temperature change,1.225
4781,Denmark,1992,December,Carbon dioxide,59595.58900000001,Standard Deviation,1.933
4782,Denmark,1993,January,Carbon dioxide,61682.596,Temperature change,2.619
4783,Denmark,1993,January,Carbon dioxide,61682.596,Standard Deviation,2.138
4784,Denmark,1993,February,Carbon dioxide,61682.596,Temperature change,1.934
4785,Denmark,1993,February,Carbon dioxide,61682.596,Standard Deviation,2.55
4786,Denmark,1993,March,Carbon dioxide,61682.596,Temperature change,1.268
4787,Denmark,1993,March,Carbon dioxide,61682.596,Standard Deviation,2.01
4788,Denmark,1993,April,Carbon dioxide,61682.596,Temperature change,2.261
4789,Denmark,1993,April,Carbon dioxide,61682.596,Standard Deviation,1.259
4790,Denmark,1993,May,Carbon dioxide,61682.596,Temperature change,2.826
4791,Denmark,1993,May,Carbon dioxide,61682.596,Standard Deviation,0.838
4792,Denmark,1993,June,Carbon dioxide,61682.596,Temperature change,-0.667
4793,Denmark,1993,June,Carbon dioxide,61682.596,Standard Deviation,0.947
4794,Denmark,1993,July,Carbon dioxide,61682.596,Temperature change,-1.266
4795,Denmark,1993,July,Carbon dioxide,61682.596,Standard Deviation,1.19
4796,Denmark,1993,August,Carbon dioxide,61682.596,Temperature change,-1.522
4797,Denmark,1993,August,Carbon dioxide,61682.596,Standard Deviation,1.159
4798,Denmark,1993,September,Carbon dioxide,61682.596,Temperature change,-1.831
4799,Denmark,1993,September,Carbon dioxide,61682.596,Standard Deviation,1.062
4800,Denmark,1993,October,Carbon dioxide,61682.596,Temperature change,-1.45
4801,Denmark,1993,October,Carbon dioxide,61682.596,Standard Deviation,1.138
4802,Denmark,1993,November,Carbon dioxide,61682.596,Temperature change,-2.685
4803,Denmark,1993,November,Carbon dioxide,61682.596,Standard Deviation,1.291
4804,Denmark,1993,December,Carbon dioxide,61682.596,Temperature change,0.761
4805,Denmark,1993,December,Carbon dioxide,61682.596,Standard Deviation,1.933
4806,Denmark,1994,January,Carbon dioxide,65699.56599999999,Temperature change,2.982
4807,Denmark,1994,January,Carbon dioxide,65699.56599999999,Standard Deviation,2.138
4808,Denmark,1994,February,Carbon dioxide,65699.56599999999,Temperature change,-1.027
4809,Denmark,1994,February,Carbon dioxide,65699.56599999999,Standard Deviation,2.55
4810,Denmark,1994,March,Carbon dioxide,65699.56599999999,Temperature change,1.638
4811,Denmark,1994,March,Carbon dioxide,65699.56599999999,Standard Deviation,2.01
4812,Denmark,1994,April,Carbon dioxide,65699.56599999999,Temperature change,1.903
4813,Denmark,1994,April,Carbon dioxide,65699.56599999999,Standard Deviation,1.259
4814,Denmark,1994,May,Carbon dioxide,65699.56599999999,Temperature change,0.459
4815,Denmark,1994,May,Carbon dioxide,65699.56599999999,Standard Deviation,0.838
4816,Denmark,1994,June,Carbon dioxide,65699.56599999999,Temperature change,-1.059
4817,Denmark,1994,June,Carbon dioxide,65699.56599999999,Standard Deviation,0.947
4818,Denmark,1994,July,Carbon dioxide,65699.56599999999,Temperature change,3.743
4819,Denmark,1994,July,Carbon dioxide,65699.56599999999,Standard Deviation,1.19
4820,Denmark,1994,August,Carbon dioxide,65699.56599999999,Temperature change,1.519
4821,Denmark,1994,August,Carbon dioxide,65699.56599999999,Standard Deviation,1.159
4822,Denmark,1994,September,Carbon dioxide,65699.56599999999,Temperature change,-0.028
4823,Denmark,1994,September,Carbon dioxide,65699.56599999999,Standard Deviation,1.062
4824,Denmark,1994,October,Carbon dioxide,65699.56599999999,Temperature change,-1.067
4825,Denmark,1994,October,Carbon dioxide,65699.56599999999,Standard Deviation,1.138
4826,Denmark,1994,November,Carbon dioxide,65699.56599999999,Temperature change,1.789
4827,Denmark,1994,November,Carbon dioxide,65699.56599999999,Standard Deviation,1.291
4828,Denmark,1994,December,Carbon dioxide,65699.56599999999,Temperature change,2.565
4829,Denmark,1994,December,Carbon dioxide,65699.56599999999,Standard Deviation,1.933
4830,Denmark,1995,January,Carbon dioxide,62655.773,Temperature change,0.95
4831,Denmark,1995,January,Carbon dioxide,62655.773,Standard Deviation,2.138
4832,Denmark,1995,February,Carbon dioxide,62655.773,Temperature change,4.469
4833,Denmark,1995,February,Carbon dioxide,62655.773,Standard Deviation,2.55
4834,Denmark,1995,March,Carbon dioxide,62655.773,Temperature change,1.419
4835,Denmark,1995,March,Carbon dioxide,62655.773,Standard Deviation,2.01
4836,Denmark,1995,April,Carbon dioxide,62655.773,Temperature change,0.87
4837,Denmark,1995,April,Carbon dioxide,62655.773,Standard Deviation,1.259
4838,Denmark,1995,May,Carbon dioxide,62655.773,Temperature change,-0.287
4839,Denmark,1995,May,Carbon dioxide,62655.773,Standard Deviation,0.838
4840,Denmark,1995,June,Carbon dioxide,62655.773,Temperature change,-0.299
4841,Denmark,1995,June,Carbon dioxide,62655.773,Standard Deviation,0.947
4842,Denmark,1995,July,Carbon dioxide,62655.773,Temperature change,1.838
4843,Denmark,1995,July,Carbon dioxide,62655.773,Standard Deviation,1.19
4844,Denmark,1995,August,Carbon dioxide,62655.773,Temperature change,2.405
4845,Denmark,1995,August,Carbon dioxide,62655.773,Standard Deviation,1.159
4846,Denmark,1995,September,Carbon dioxide,62655.773,Temperature change,0.482
4847,Denmark,1995,September,Carbon dioxide,62655.773,Standard Deviation,1.062
4848,Denmark,1995,October,Carbon dioxide,62655.773,Temperature change,2.564
4849,Denmark,1995,October,Carbon dioxide,62655.773,Standard Deviation,1.138
4850,Denmark,1995,November,Carbon dioxide,62655.773,Temperature change,-1.278
4851,Denmark,1995,November,Carbon dioxide,62655.773,Standard Deviation,1.291
4852,Denmark,1995,December,Carbon dioxide,62655.773,Temperature change,-3.881
4853,Denmark,1995,December,Carbon dioxide,62655.773,Standard Deviation,1.933
4854,Denmark,1996,January,Carbon dioxide,75987.012,Temperature change,-1.682
4855,Denmark,1996,January,Carbon dioxide,75987.012,Standard Deviation,2.138
4856,Denmark,1996,February,Carbon dioxide,75987.012,Temperature change,-2.466
4857,Denmark,1996,February,Carbon dioxide,75987.012,Standard Deviation,2.55
4858,Denmark,1996,March,Carbon dioxide,75987.012,Temperature change,-1.383
4859,Denmark,1996,March,Carbon dioxide,75987.012,Standard Deviation,2.01
4860,Denmark,1996,April,Carbon dioxide,75987.012,Temperature change,1.241
4861,Denmark,1996,April,Carbon dioxide,75987.012,Standard Deviation,1.259
4862,Denmark,1996,May,Carbon dioxide,75987.012,Temperature change,-1.274
4863,Denmark,1996,May,Carbon dioxide,75987.012,Standard Deviation,0.838
4864,Denmark,1996,June,Carbon dioxide,75987.012,Temperature change,-0.601
4865,Denmark,1996,June,Carbon dioxide,75987.012,Standard Deviation,0.947
4866,Denmark,1996,July,Carbon dioxide,75987.012,Temperature change,-0.929
4867,Denmark,1996,July,Carbon dioxide,75987.012,Standard Deviation,1.19
4868,Denmark,1996,August,Carbon dioxide,75987.012,Temperature change,2.194
4869,Denmark,1996,August,Carbon dioxide,75987.012,Standard Deviation,1.159
4870,Denmark,1996,September,Carbon dioxide,75987.012,Temperature change,-1.392
4871,Denmark,1996,September,Carbon dioxide,75987.012,Standard Deviation,1.062
4872,Denmark,1996,October,Carbon dioxide,75987.012,Temperature change,0.9
4873,Denmark,1996,October,Carbon dioxide,75987.012,Standard Deviation,1.138
4874,Denmark,1996,November,Carbon dioxide,75987.012,Temperature change,0.284
4875,Denmark,1996,November,Carbon dioxide,75987.012,Standard Deviation,1.291
4876,Denmark,1996,December,Carbon dioxide,75987.012,Temperature change,-2.415
4877,Denmark,1996,December,Carbon dioxide,75987.012,Standard Deviation,1.933
4878,Denmark,1997,January,Carbon dioxide,66603.075,Temperature change,-1.121
4879,Denmark,1997,January,Carbon dioxide,66603.075,Standard Deviation,2.138
4880,Denmark,1997,February,Carbon dioxide,66603.075,Temperature change,3.667
4881,Denmark,1997,February,Carbon dioxide,66603.075,Standard Deviation,2.55
4882,Denmark,1997,March,Carbon dioxide,66603.075,Temperature change,2.126
4883,Denmark,1997,March,Carbon dioxide,66603.075,Standard Deviation,2.01
4884,Denmark,1997,April,Carbon dioxide,66603.075,Temperature change,-0.2
4885,Denmark,1997,April,Carbon dioxide,66603.075,Standard Deviation,1.259
4886,Denmark,1997,May,Carbon dioxide,66603.075,Temperature change,-0.407
4887,Denmark,1997,May,Carbon dioxide,66603.075,Standard Deviation,0.838
4888,Denmark,1997,June,Carbon dioxide,66603.075,Temperature change,0.751
4889,Denmark,1997,June,Carbon dioxide,66603.075,Standard Deviation,0.947
4890,Denmark,1997,July,Carbon dioxide,66603.075,Temperature change,1.787
4891,Denmark,1997,July,Carbon dioxide,66603.075,Standard Deviation,1.19
4892,Denmark,1997,August,Carbon dioxide,66603.075,Temperature change,4.573
4893,Denmark,1997,August,Carbon dioxide,66603.075,Standard Deviation,1.159
4894,Denmark,1997,September,Carbon dioxide,66603.075,Temperature change,0.848
